_key,image_filepath,anomaly_class
372,372.jpg,Offline-Module
373,373.jpg,Offline-Module
374,374.jpg,Offline-Module
375,375.jpg,Offline-Module
376,376.jpg,Offline-Module
377,377.jpg,Offline-Module
378,378.jpg,Offline-Module
379,379.jpg,Offline-Module
380,380.jpg,Offline-Module
381,381.jpg,Offline-Module
382,382.jpg,Offline-Module
383,383.jpg,Offline-Module
384,384.jpg,Offline-Module
385,385.jpg,Offline-Module
386,386.jpg,Offline-Module
387,387.jpg,Offline-Module
388,388.jpg,Offline-Module
389,389.jpg,Offline-Module
390,390.jpg,Offline-Module
391,391.jpg,Offline-Module
392,392.jpg,Offline-Module
393,393.jpg,Offline-Module
394,394.jpg,Offline-Module
395,395.jpg,Offline-Module
396,396.jpg,Offline-Module
397,397.jpg,Offline-Module
398,398.jpg,Offline-Module
399,399.jpg,Offline-Module
400,400.jpg,Offline-Module
401,401.jpg,Offline-Module
402,402.jpg,Offline-Module
403,403.jpg,Offline-Module
404,404.jpg,Offline-Module
405,405.jpg,Offline-Module
406,406.jpg,Offline-Module
407,407.jpg,Offline-Module
408,408.jpg,Offline-Module
409,409.jpg,Offline-Module
410,410.jpg,Offline-Module
411,411.jpg,Offline-Module
412,412.jpg,Offline-Module
413,413.jpg,Offline-Module
414,414.jpg,Offline-Module
415,415.jpg,Offline-Module
416,416.jpg,Offline-Module
417,417.jpg,Offline-Module
418,418.jpg,Offline-Module
419,419.jpg,Offline-Module
420,420.jpg,Offline-Module
421,421.jpg,Offline-Module
422,422.jpg,Offline-Module
423,423.jpg,Offline-Module
424,424.jpg,Offline-Module
425,425.jpg,Offline-Module
426,426.jpg,Offline-Module
427,427.jpg,Offline-Module
428,428.jpg,Offline-Module
429,429.jpg,Offline-Module
430,430.jpg,Offline-Module
431,431.jpg,Offline-Module
432,432.jpg,Offline-Module
433,433.jpg,Offline-Module
434,434.jpg,Offline-Module
435,435.jpg,Offline-Module
436,436.jpg,Offline-Module
437,437.jpg,Offline-Module
438,438.jpg,Offline-Module
439,439.jpg,Offline-Module
440,440.jpg,Offline-Module
441,441.jpg,Offline-Module
442,442.jpg,Offline-Module
443,443.jpg,Offline-Module
444,444.jpg,Offline-Module
445,445.jpg,Offline-Module
446,446.jpg,Offline-Module
447,447.jpg,Offline-Module
448,448.jpg,Offline-Module
449,449.jpg,Offline-Module
450,450.jpg,Offline-Module
451,451.jpg,Offline-Module
452,452.jpg,Offline-Module
453,453.jpg,Offline-Module
454,454.jpg,Offline-Module
455,455.jpg,Offline-Module
456,456.jpg,Offline-Module
457,457.jpg,Offline-Module
458,458.jpg,Offline-Module
459,459.jpg,Offline-Module
460,460.jpg,Offline-Module
461,461.jpg,Offline-Module
462,462.jpg,Offline-Module
463,463.jpg,Offline-Module
464,464.jpg,Offline-Module
465,465.jpg,Offline-Module
466,466.jpg,Offline-Module
467,467.jpg,Offline-Module
468,468.jpg,Offline-Module
469,469.jpg,Offline-Module
470,470.jpg,Offline-Module
471,471.jpg,Offline-Module
472,472.jpg,Offline-Module
473,473.jpg,Offline-Module
474,474.jpg,Offline-Module
475,475.jpg,Offline-Module
476,476.jpg,Offline-Module
477,477.jpg,Offline-Module
478,478.jpg,Offline-Module
479,479.jpg,Offline-Module
480,480.jpg,Offline-Module
481,481.jpg,Offline-Module
482,482.jpg,Offline-Module
483,483.jpg,Offline-Module
484,484.jpg,Offline-Module
485,485.jpg,Offline-Module
486,486.jpg,Offline-Module
487,487.jpg,Offline-Module
488,488.jpg,Offline-Module
489,489.jpg,Offline-Module
490,490.jpg,Offline-Module
491,491.jpg,Offline-Module
492,492.jpg,Offline-Module
493,493.jpg,Offline-Module
494,494.jpg,Offline-Module
495,495.jpg,Offline-Module
496,496.jpg,Offline-Module
497,497.jpg,Offline-Module
498,498.jpg,Offline-Module
499,499.jpg,Offline-Module
500,500.jpg,Offline-Module
501,501.jpg,Offline-Module
502,502.jpg,Offline-Module
503,503.jpg,Offline-Module
504,504.jpg,Offline-Module
505,505.jpg,Offline-Module
506,506.jpg,Offline-Module
507,507.jpg,Offline-Module
508,508.jpg,Offline-Module
509,509.jpg,Offline-Module
510,510.jpg,Offline-Module
511,511.jpg,Offline-Module
512,512.jpg,Offline-Module
513,513.jpg,Offline-Module
514,514.jpg,Offline-Module
515,515.jpg,Offline-Module
516,516.jpg,Offline-Module
517,517.jpg,Offline-Module
518,518.jpg,Offline-Module
519,519.jpg,Offline-Module
520,520.jpg,Offline-Module
521,521.jpg,Offline-Module
522,522.jpg,Offline-Module
523,523.jpg,Offline-Module
524,524.jpg,Offline-Module
525,525.jpg,Offline-Module
526,526.jpg,Offline-Module
527,527.jpg,Offline-Module
528,528.jpg,Offline-Module
529,529.jpg,Offline-Module
530,530.jpg,Offline-Module
531,531.jpg,Offline-Module
532,532.jpg,Offline-Module
533,533.jpg,Offline-Module
534,534.jpg,Offline-Module
535,535.jpg,Offline-Module
536,536.jpg,Offline-Module
537,537.jpg,Offline-Module
538,538.jpg,Offline-Module
539,539.jpg,Offline-Module
540,540.jpg,Offline-Module
541,541.jpg,Offline-Module
542,542.jpg,Offline-Module
543,543.jpg,Offline-Module
544,544.jpg,Offline-Module
545,545.jpg,Offline-Module
546,546.jpg,Offline-Module
547,547.jpg,Offline-Module
548,548.jpg,Offline-Module
549,549.jpg,Offline-Module
550,550.jpg,Offline-Module
551,551.jpg,Offline-Module
552,552.jpg,Offline-Module
553,553.jpg,Offline-Module
554,554.jpg,Offline-Module
555,555.jpg,Offline-Module
556,556.jpg,Offline-Module
557,557.jpg,Offline-Module
558,558.jpg,Offline-Module
559,559.jpg,Offline-Module
560,560.jpg,Offline-Module
561,561.jpg,Offline-Module
562,562.jpg,Offline-Module
563,563.jpg,Offline-Module
564,564.jpg,Offline-Module
565,565.jpg,Offline-Module
566,566.jpg,Offline-Module
567,567.jpg,Offline-Module
568,568.jpg,Offline-Module
569,569.jpg,Offline-Module
570,570.jpg,Offline-Module
571,571.jpg,Offline-Module
572,572.jpg,Offline-Module
573,573.jpg,Offline-Module
574,574.jpg,Offline-Module
575,575.jpg,Offline-Module
576,576.jpg,Offline-Module
577,577.jpg,Offline-Module
578,578.jpg,Offline-Module
579,579.jpg,Offline-Module
580,580.jpg,Offline-Module
581,581.jpg,Offline-Module
582,582.jpg,Offline-Module
583,583.jpg,Offline-Module
584,584.jpg,Offline-Module
585,585.jpg,Offline-Module
586,586.jpg,Offline-Module
587,587.jpg,Offline-Module
588,588.jpg,Offline-Module
589,589.jpg,Offline-Module
590,590.jpg,Offline-Module
591,591.jpg,Offline-Module
592,592.jpg,Offline-Module
593,593.jpg,Offline-Module
594,594.jpg,Offline-Module
595,595.jpg,Offline-Module
596,596.jpg,Offline-Module
597,597.jpg,Offline-Module
598,598.jpg,Offline-Module
599,599.jpg,Offline-Module
600,600.jpg,Offline-Module
601,601.jpg,Offline-Module
602,602.jpg,Offline-Module
603,603.jpg,Offline-Module
604,604.jpg,Offline-Module
605,605.jpg,Offline-Module
606,606.jpg,Offline-Module
607,607.jpg,Offline-Module
608,608.jpg,Offline-Module
609,609.jpg,Offline-Module
610,610.jpg,Offline-Module
611,611.jpg,Offline-Module
612,612.jpg,Offline-Module
613,613.jpg,Offline-Module
614,614.jpg,Offline-Module
615,615.jpg,Offline-Module
616,616.jpg,Offline-Module
617,617.jpg,Offline-Module
618,618.jpg,Offline-Module
619,619.jpg,Offline-Module
620,620.jpg,Offline-Module
621,621.jpg,Offline-Module
622,622.jpg,Offline-Module
623,623.jpg,Offline-Module
624,624.jpg,Offline-Module
625,625.jpg,Offline-Module
626,626.jpg,Offline-Module
627,627.jpg,Offline-Module
628,628.jpg,Offline-Module
629,629.jpg,Offline-Module
630,630.jpg,Offline-Module
631,631.jpg,Offline-Module
632,632.jpg,Offline-Module
633,633.jpg,Offline-Module
634,634.jpg,Offline-Module
635,635.jpg,Offline-Module
636,636.jpg,Offline-Module
637,637.jpg,Offline-Module
638,638.jpg,Offline-Module
639,639.jpg,Offline-Module
640,640.jpg,Offline-Module
641,641.jpg,Offline-Module
642,642.jpg,Offline-Module
643,643.jpg,Offline-Module
644,644.jpg,Offline-Module
645,645.jpg,Offline-Module
646,646.jpg,Offline-Module
647,647.jpg,Offline-Module
648,648.jpg,Offline-Module
649,649.jpg,Offline-Module
650,650.jpg,Offline-Module
651,651.jpg,Offline-Module
652,652.jpg,Offline-Module
653,653.jpg,Offline-Module
654,654.jpg,Offline-Module
655,655.jpg,Offline-Module
656,656.jpg,Offline-Module
657,657.jpg,Offline-Module
658,658.jpg,Offline-Module
659,659.jpg,Offline-Module
660,660.jpg,Offline-Module
661,661.jpg,Offline-Module
662,662.jpg,Offline-Module
663,663.jpg,Offline-Module
664,664.jpg,Offline-Module
665,665.jpg,Offline-Module
666,666.jpg,Offline-Module
667,667.jpg,Offline-Module
668,668.jpg,Offline-Module
669,669.jpg,Offline-Module
670,670.jpg,Offline-Module
671,671.jpg,Offline-Module
672,672.jpg,Offline-Module
673,673.jpg,Offline-Module
674,674.jpg,Offline-Module
675,675.jpg,Offline-Module
676,676.jpg,Offline-Module
677,677.jpg,Offline-Module
678,678.jpg,Offline-Module
679,679.jpg,Offline-Module
680,680.jpg,Offline-Module
681,681.jpg,Offline-Module
682,682.jpg,Offline-Module
683,683.jpg,Offline-Module
684,684.jpg,Offline-Module
685,685.jpg,Offline-Module
686,686.jpg,Offline-Module
687,687.jpg,Offline-Module
688,688.jpg,Offline-Module
689,689.jpg,Offline-Module
690,690.jpg,Offline-Module
691,691.jpg,Offline-Module
692,692.jpg,Offline-Module
693,693.jpg,Offline-Module
694,694.jpg,Offline-Module
695,695.jpg,Offline-Module
696,696.jpg,Offline-Module
697,697.jpg,Offline-Module
698,698.jpg,Offline-Module
699,699.jpg,Offline-Module
700,700.jpg,Offline-Module
701,701.jpg,Offline-Module
702,702.jpg,Offline-Module
703,703.jpg,Offline-Module
704,704.jpg,Offline-Module
705,705.jpg,Offline-Module
706,706.jpg,Offline-Module
707,707.jpg,Offline-Module
708,708.jpg,Offline-Module
709,709.jpg,Offline-Module
710,710.jpg,Offline-Module
711,711.jpg,Offline-Module
712,712.jpg,Offline-Module
713,713.jpg,Offline-Module
714,714.jpg,Offline-Module
715,715.jpg,Offline-Module
716,716.jpg,Offline-Module
717,717.jpg,Offline-Module
718,718.jpg,Offline-Module
719,719.jpg,Offline-Module
720,720.jpg,Offline-Module
721,721.jpg,Offline-Module
722,722.jpg,Offline-Module
723,723.jpg,Offline-Module
724,724.jpg,Offline-Module
725,725.jpg,Offline-Module
726,726.jpg,Offline-Module
727,727.jpg,Offline-Module
728,728.jpg,Offline-Module
729,729.jpg,Offline-Module
730,730.jpg,Offline-Module
731,731.jpg,Offline-Module
732,732.jpg,Offline-Module
733,733.jpg,Offline-Module
734,734.jpg,Offline-Module
735,735.jpg,Offline-Module
736,736.jpg,Offline-Module
737,737.jpg,Offline-Module
738,738.jpg,Offline-Module
739,739.jpg,Offline-Module
740,740.jpg,Offline-Module
741,741.jpg,Offline-Module
742,742.jpg,Offline-Module
743,743.jpg,Offline-Module
744,744.jpg,Offline-Module
745,745.jpg,Offline-Module
746,746.jpg,Offline-Module
747,747.jpg,Offline-Module
748,748.jpg,Offline-Module
749,749.jpg,Offline-Module
750,750.jpg,Offline-Module
751,751.jpg,Offline-Module
752,752.jpg,Offline-Module
753,753.jpg,Offline-Module
754,754.jpg,Offline-Module
755,755.jpg,Offline-Module
756,756.jpg,Offline-Module
757,757.jpg,Offline-Module
758,758.jpg,Offline-Module
759,759.jpg,Offline-Module
760,760.jpg,Offline-Module
761,761.jpg,Offline-Module
762,762.jpg,Offline-Module
763,763.jpg,Offline-Module
764,764.jpg,Offline-Module
765,765.jpg,Offline-Module
766,766.jpg,Offline-Module
767,767.jpg,Offline-Module
768,768.jpg,Offline-Module
769,769.jpg,Offline-Module
770,770.jpg,Offline-Module
771,771.jpg,Offline-Module
772,772.jpg,Offline-Module
773,773.jpg,Offline-Module
774,774.jpg,Offline-Module
775,775.jpg,Offline-Module
776,776.jpg,Offline-Module
777,777.jpg,Offline-Module
778,778.jpg,Offline-Module
779,779.jpg,Offline-Module
780,780.jpg,Offline-Module
781,781.jpg,Offline-Module
782,782.jpg,Offline-Module
783,783.jpg,Offline-Module
784,784.jpg,Offline-Module
785,785.jpg,Offline-Module
786,786.jpg,Offline-Module
787,787.jpg,Offline-Module
788,788.jpg,Offline-Module
789,789.jpg,Offline-Module
790,790.jpg,Offline-Module
791,791.jpg,Offline-Module
792,792.jpg,Offline-Module
793,793.jpg,Offline-Module
794,794.jpg,Offline-Module
795,795.jpg,Offline-Module
796,796.jpg,Offline-Module
797,797.jpg,Offline-Module
798,798.jpg,Offline-Module
799,799.jpg,Offline-Module
800,800.jpg,Offline-Module
801,801.jpg,Offline-Module
802,802.jpg,Offline-Module
803,803.jpg,Offline-Module
804,804.jpg,Offline-Module
805,805.jpg,Offline-Module
806,806.jpg,Offline-Module
807,807.jpg,Offline-Module
808,808.jpg,Offline-Module
809,809.jpg,Offline-Module
810,810.jpg,Offline-Module
811,811.jpg,Offline-Module
812,812.jpg,Offline-Module
813,813.jpg,Offline-Module
814,814.jpg,Offline-Module
815,815.jpg,Offline-Module
816,816.jpg,Offline-Module
817,817.jpg,Offline-Module
818,818.jpg,Offline-Module
819,819.jpg,Offline-Module
820,820.jpg,Offline-Module
821,821.jpg,Offline-Module
822,822.jpg,Offline-Module
823,823.jpg,Offline-Module
824,824.jpg,Offline-Module
825,825.jpg,Offline-Module
826,826.jpg,Offline-Module
827,827.jpg,Offline-Module
828,828.jpg,Offline-Module
829,829.jpg,Offline-Module
830,830.jpg,Offline-Module
831,831.jpg,Offline-Module
832,832.jpg,Offline-Module
833,833.jpg,Offline-Module
834,834.jpg,Offline-Module
835,835.jpg,Offline-Module
836,836.jpg,Offline-Module
837,837.jpg,Offline-Module
838,838.jpg,Offline-Module
839,839.jpg,Offline-Module
840,840.jpg,Offline-Module
841,841.jpg,Offline-Module
842,842.jpg,Offline-Module
843,843.jpg,Offline-Module
844,844.jpg,Offline-Module
845,845.jpg,Offline-Module
846,846.jpg,Offline-Module
847,847.jpg,Offline-Module
848,848.jpg,Offline-Module
849,849.jpg,Offline-Module
850,850.jpg,Offline-Module
851,851.jpg,Offline-Module
852,852.jpg,Offline-Module
853,853.jpg,Offline-Module
854,854.jpg,Offline-Module
855,855.jpg,Offline-Module
856,856.jpg,Offline-Module
857,857.jpg,Offline-Module
858,858.jpg,Offline-Module
859,859.jpg,Offline-Module
860,860.jpg,Offline-Module
861,861.jpg,Offline-Module
862,862.jpg,Offline-Module
863,863.jpg,Offline-Module
864,864.jpg,Offline-Module
865,865.jpg,Offline-Module
866,866.jpg,Offline-Module
867,867.jpg,Offline-Module
868,868.jpg,Offline-Module
869,869.jpg,Offline-Module
870,870.jpg,Offline-Module
871,871.jpg,Offline-Module
872,872.jpg,Offline-Module
873,873.jpg,Offline-Module
874,874.jpg,Offline-Module
875,875.jpg,Offline-Module
876,876.jpg,Offline-Module
877,877.jpg,Offline-Module
878,878.jpg,Offline-Module
879,879.jpg,Offline-Module
880,880.jpg,Offline-Module
881,881.jpg,Offline-Module
882,882.jpg,Offline-Module
883,883.jpg,Offline-Module
884,884.jpg,Offline-Module
885,885.jpg,Offline-Module
886,886.jpg,Offline-Module
887,887.jpg,Offline-Module
888,888.jpg,Offline-Module
889,889.jpg,Offline-Module
890,890.jpg,Offline-Module
891,891.jpg,Offline-Module
892,892.jpg,Offline-Module
893,893.jpg,Offline-Module
894,894.jpg,Offline-Module
895,895.jpg,Offline-Module
896,896.jpg,Offline-Module
897,897.jpg,Offline-Module
898,898.jpg,Offline-Module
899,899.jpg,Offline-Module
900,900.jpg,Offline-Module
901,901.jpg,Offline-Module
902,902.jpg,Offline-Module
903,903.jpg,Offline-Module
904,904.jpg,Offline-Module
905,905.jpg,Offline-Module
906,906.jpg,Offline-Module
907,907.jpg,Offline-Module
908,908.jpg,Offline-Module
909,909.jpg,Offline-Module
910,910.jpg,Offline-Module
911,911.jpg,Offline-Module
912,912.jpg,Offline-Module
913,913.jpg,Offline-Module
914,914.jpg,Offline-Module
915,915.jpg,Offline-Module
916,916.jpg,Offline-Module
917,917.jpg,Offline-Module
918,918.jpg,Offline-Module
919,919.jpg,Offline-Module
920,920.jpg,Offline-Module
921,921.jpg,Offline-Module
922,922.jpg,Offline-Module
923,923.jpg,Offline-Module
924,924.jpg,Offline-Module
925,925.jpg,Offline-Module
926,926.jpg,Offline-Module
927,927.jpg,Offline-Module
928,928.jpg,Offline-Module
929,929.jpg,Offline-Module
930,930.jpg,Offline-Module
